train 36744
val 5175
test 10444
test_data:  10444
Iter: 0, mse: 0.0029, rmse: 0.0540, mae: 0.0488
Iter: 62, mse: 0.0020, rmse: 0.0452, mae: 0.0407
Iter: 63, mse: 0.0020, rmse: 0.0446, mae: 0.0397
Iter: 64, mse: 0.0020, rmse: 0.0449, mae: 0.0401
Iter: 65, mse: 0.0020, rmse: 0.0450, mae: 0.0396
Iter: 66, mse: 0.0020, rmse: 0.0442, mae: 0.0387
Iter: 67, mse: 0.0019, rmse: 0.0439, mae: 0.0385
Iter: 68, mse: 0.0020, rmse: 0.0444, mae: 0.0392
Iter: 69, mse: 0.0019, rmse: 0.0437, mae: 0.0382
Iter: 70, mse: 0.0018, rmse: 0.0427, mae: 0.0373
Iter: 71, mse: 0.0018, rmse: 0.0427, mae: 0.0373
Iter: 72, mse: 0.0019, rmse: 0.0431, mae: 0.0379
Iter: 73, mse: 0.0018, rmse: 0.0428, mae: 0.0376
Iter: 74, mse: 0.0018, rmse: 0.0426, mae: 0.0377
Iter: 75, mse: 0.0018, rmse: 0.0428, mae: 0.0380
Iter: 76, mse: 0.0017, rmse: 0.0415, mae: 0.0371
Iter: 77, mse: 0.0016, rmse: 0.0406, mae: 0.0362
Iter: 78, mse: 0.0017, rmse: 0.0412, mae: 0.0364
Iter: 79, mse: 0.0017, rmse: 0.0414, mae: 0.0364
Iter: 80, mse: 0.0018, rmse: 0.0418, mae: 0.0365
Iter: 81, mse: 0.0018, rmse: 0.0421, mae: 0.0369
Iter: 82, mse: 0.0017, rmse: 0.0409, mae: 0.0351
Iter: 83, mse: 0.0016, rmse: 0.0400, mae: 0.0341
Iter: 84, mse: 0.0015, rmse: 0.0382, mae: 0.0319
Iter: 85, mse: 0.0014, rmse: 0.0370, mae: 0.0302
Iter: 86, mse: 0.0013, rmse: 0.0359, mae: 0.0289
Iter: 87, mse: 0.0012, rmse: 0.0351, mae: 0.0279
Iter: 88, mse: 0.0012, rmse: 0.0343, mae: 0.0272
Iter: 89, mse: 0.0011, rmse: 0.0331, mae: 0.0258
Iter: 90, mse: 0.0010, rmse: 0.0318, mae: 0.0243
Iter: 91, mse: 0.0009, rmse: 0.0307, mae: 0.0231
Iter: 92, mse: 0.0009, rmse: 0.0298, mae: 0.0225
Iter: 93, mse: 0.0008, rmse: 0.0284, mae: 0.0217
Iter: 94, mse: 0.0007, rmse: 0.0266, mae: 0.0198
Iter: 95, mse: 0.0006, rmse: 0.0247, mae: 0.0187
Iter: 96, mse: 0.0005, rmse: 0.0232, mae: 0.0178
Iter: 97, mse: 0.0004, rmse: 0.0208, mae: 0.0163
Iter: 98, mse: 0.0004, rmse: 0.0196, mae: 0.0159
Iter: 99, mse: 0.0003, rmse: 0.0176, mae: 0.0150
Iter: 100, mse: 0.0002, rmse: 0.0154, mae: 0.0136
Iter: 101, mse: 0.0002, rmse: 0.0153, mae: 0.0138
Iter: 102, mse: 0.0003, rmse: 0.0159, mae: 0.0144
Iter: 103, mse: 0.0002, rmse: 0.0154, mae: 0.0136
Iter: 104, mse: 0.0002, rmse: 0.0157, mae: 0.0141
Iter: 105, mse: 0.0003, rmse: 0.0170, mae: 0.0149
Iter: 106, mse: 0.0004, rmse: 0.0188, mae: 0.0162
Iter: 107, mse: 0.0004, rmse: 0.0192, mae: 0.0166
Iter: 108, mse: 0.0004, rmse: 0.0203, mae: 0.0175
Iter: 109, mse: 0.0005, rmse: 0.0220, mae: 0.0188
Iter: 110, mse: 0.0005, rmse: 0.0228, mae: 0.0199
Iter: 111, mse: 0.0005, rmse: 0.0232, mae: 0.0202
Iter: 112, mse: 0.0006, rmse: 0.0243, mae: 0.0211
Iter: 113, mse: 0.0007, rmse: 0.0263, mae: 0.0230
Iter: 114, mse: 0.0009, rmse: 0.0295, mae: 0.0257
Iter: 115, mse: 0.0009, rmse: 0.0304, mae: 0.0269
Iter: 116, mse: 0.0011, rmse: 0.0327, mae: 0.0293
Iter: 117, mse: 0.0011, rmse: 0.0336, mae: 0.0299
Iter: 118, mse: 0.0012, rmse: 0.0341, mae: 0.0305
Iter: 119, mse: 0.0011, rmse: 0.0328, mae: 0.0281
Iter: 120, mse: 0.0013, rmse: 0.0354, mae: 0.0317
Iter: 121, mse: 0.0013, rmse: 0.0361, mae: 0.0326
Iter: 122, mse: 0.0014, rmse: 0.0376, mae: 0.0342
Iter: 123, mse: 0.0014, rmse: 0.0371, mae: 0.0330
Iter: 124, mse: 0.0014, rmse: 0.0372, mae: 0.0328
Iter: 125, mse: 0.0013, rmse: 0.0366, mae: 0.0322
Iter: 126, mse: 0.0016, rmse: 0.0396, mae: 0.0350
Iter: 127, mse: 0.0017, rmse: 0.0415, mae: 0.0372
Iter: 128, mse: 0.0020, rmse: 0.0450, mae: 0.0407
Iter: 129, mse: 0.0020, rmse: 0.0444, mae: 0.0402
Iter: 130, mse: 0.0021, rmse: 0.0453, mae: 0.0412
Iter: 131, mse: 0.0021, rmse: 0.0463, mae: 0.0425
Iter: 132, mse: 0.0023, rmse: 0.0479, mae: 0.0445
Iter: 133, mse: 0.0023, rmse: 0.0480, mae: 0.0449
Iter: 134, mse: 0.0023, rmse: 0.0484, mae: 0.0455
Iter: 135, mse: 0.0023, rmse: 0.0476, mae: 0.0439
Iter: 136, mse: 0.0023, rmse: 0.0479, mae: 0.0446
Iter: 137, mse: 0.0024, rmse: 0.0486, mae: 0.0455
Iter: 138, mse: 0.0022, rmse: 0.0471, mae: 0.0437
Iter: 139, mse: 0.0022, rmse: 0.0472, mae: 0.0440
Iter: 140, mse: 0.0022, rmse: 0.0472, mae: 0.0436
Iter: 141, mse: 0.0023, rmse: 0.0484, mae: 0.0451
Iter: 142, mse: 0.0022, rmse: 0.0464, mae: 0.0430
Iter: 143, mse: 0.0020, rmse: 0.0451, mae: 0.0418
Iter: 144, mse: 0.0020, rmse: 0.0445, mae: 0.0409
Iter: 145, mse: 0.0018, rmse: 0.0427, mae: 0.0390
Iter: 146, mse: 0.0018, rmse: 0.0420, mae: 0.0379
Iter: 147, mse: 0.0016, rmse: 0.0404, mae: 0.0359
Iter: 148, mse: 0.0016, rmse: 0.0400, mae: 0.0350
Iter: 149, mse: 0.0014, rmse: 0.0377, mae: 0.0325
Iter: 150, mse: 0.0013, rmse: 0.0367, mae: 0.0305
Iter: 151, mse: 0.0012, rmse: 0.0353, mae: 0.0290
Iter: 152, mse: 0.0012, rmse: 0.0352, mae: 0.0284
Iter: 153, mse: 0.0012, rmse: 0.0344, mae: 0.0280
Iter: 154, mse: 0.0012, rmse: 0.0341, mae: 0.0281
Iter: 155, mse: 0.0013, rmse: 0.0356, mae: 0.0306
Iter: 156, mse: 0.0010, rmse: 0.0309, mae: 0.0255
Iter: 157, mse: 0.0008, rmse: 0.0285, mae: 0.0226
Iter: 158, mse: 0.0008, rmse: 0.0285, mae: 0.0226
Iter: 159, mse: 0.0007, rmse: 0.0259, mae: 0.0210
Iter: 160, mse: 0.0007, rmse: 0.0271, mae: 0.0229
Iter: 161, mse: 0.0006, rmse: 0.0250, mae: 0.0211
Iter: 162, mse: 0.0006, rmse: 0.0247, mae: 0.0207
Iter: 163, mse: 0.0006, rmse: 0.0250, mae: 0.0202
Iter: 164, mse: 0.0006, rmse: 0.0254, mae: 0.0205
Iter: 165, mse: 0.0007, rmse: 0.0263, mae: 0.0211
Iter: 166, mse: 0.0007, rmse: 0.0264, mae: 0.0214
Iter: 167, mse: 0.0007, rmse: 0.0268, mae: 0.0224
Iter: 168, mse: 0.0007, rmse: 0.0258, mae: 0.0213
Iter: 169, mse: 0.0007, rmse: 0.0263, mae: 0.0220
Iter: 170, mse: 0.0007, rmse: 0.0264, mae: 0.0225
Iter: 171, mse: 0.0007, rmse: 0.0271, mae: 0.0231
Iter: 172, mse: 0.0008, rmse: 0.0290, mae: 0.0245
Iter: 173, mse: 0.0009, rmse: 0.0298, mae: 0.0252
Iter: 174, mse: 0.0008, rmse: 0.0287, mae: 0.0243
Iter: 175, mse: 0.0008, rmse: 0.0282, mae: 0.0239
Iter: 176, mse: 0.0008, rmse: 0.0288, mae: 0.0244
Iter: 177, mse: 0.0010, rmse: 0.0309, mae: 0.0260
Iter: 178, mse: 0.0009, rmse: 0.0306, mae: 0.0258
Iter: 179, mse: 0.0009, rmse: 0.0304, mae: 0.0260
Iter: 180, mse: 0.0009, rmse: 0.0296, mae: 0.0255
Iter: 181, mse: 0.0009, rmse: 0.0294, mae: 0.0256
Iter: 182, mse: 0.0009, rmse: 0.0305, mae: 0.0264
Iter: 183, mse: 0.0009, rmse: 0.0303, mae: 0.0267
Iter: 184, mse: 0.0009, rmse: 0.0307, mae: 0.0272
Iter: 185, mse: 0.0009, rmse: 0.0308, mae: 0.0272
Iter: 186, mse: 0.0010, rmse: 0.0310, mae: 0.0275
Iter: 187, mse: 0.0010, rmse: 0.0314, mae: 0.0279
Iter: 188, mse: 0.0010, rmse: 0.0316, mae: 0.0280
Iter: 189, mse: 0.0010, rmse: 0.0322, mae: 0.0287
Iter: 190, mse: 0.0011, rmse: 0.0326, mae: 0.0289
Iter: 191, mse: 0.0011, rmse: 0.0329, mae: 0.0291
Iter: 192, mse: 0.0011, rmse: 0.0335, mae: 0.0297
Iter: 193, mse: 0.0011, rmse: 0.0339, mae: 0.0303
Iter: 194, mse: 0.0012, rmse: 0.0341, mae: 0.0304
Iter: 195, mse: 0.0012, rmse: 0.0346, mae: 0.0311
Iter: 196, mse: 0.0012, rmse: 0.0349, mae: 0.0314
Iter: 197, mse: 0.0012, rmse: 0.0348, mae: 0.0313
Iter: 198, mse: 0.0012, rmse: 0.0349, mae: 0.0314
Iter: 199, mse: 0.0012, rmse: 0.0351, mae: 0.0319
Iter: 200, mse: 0.0012, rmse: 0.0351, mae: 0.0319
Iter: 201, mse: 0.0013, rmse: 0.0356, mae: 0.0323
Iter: 202, mse: 0.0013, rmse: 0.0361, mae: 0.0326
Iter: 203, mse: 0.0013, rmse: 0.0365, mae: 0.0330
Iter: 204, mse: 0.0014, rmse: 0.0373, mae: 0.0336
Iter: 205, mse: 0.0014, rmse: 0.0377, mae: 0.0341
Iter: 206, mse: 0.0015, rmse: 0.0381, mae: 0.0344
Iter: 207, mse: 0.0015, rmse: 0.0383, mae: 0.0343
Iter: 208, mse: 0.0015, rmse: 0.0387, mae: 0.0348
Iter: 209, mse: 0.0015, rmse: 0.0393, mae: 0.0355
Iter: 210, mse: 0.0016, rmse: 0.0396, mae: 0.0354
Iter: 211, mse: 0.0016, rmse: 0.0406, mae: 0.0362
Iter: 212, mse: 0.0018, rmse: 0.0420, mae: 0.0381
Iter: 213, mse: 0.0018, rmse: 0.0425, mae: 0.0382
Iter: 214, mse: 0.0019, rmse: 0.0438, mae: 0.0398
Iter: 215, mse: 0.0019, rmse: 0.0433, mae: 0.0393
Iter: 216, mse: 0.0020, rmse: 0.0446, mae: 0.0404
Iter: 217, mse: 0.0022, rmse: 0.0470, mae: 0.0432
Iter: 218, mse: 0.0021, rmse: 0.0462, mae: 0.0426
Iter: 219, mse: 0.0021, rmse: 0.0460, mae: 0.0425
Iter: 220, mse: 0.0021, rmse: 0.0456, mae: 0.0421
Iter: 221, mse: 0.0021, rmse: 0.0459, mae: 0.0427
Iter: 222, mse: 0.0021, rmse: 0.0455, mae: 0.0422
Iter: 223, mse: 0.0020, rmse: 0.0452, mae: 0.0415
Iter: 224, mse: 0.0020, rmse: 0.0449, mae: 0.0414
Iter: 225, mse: 0.0019, rmse: 0.0438, mae: 0.0401
Iter: 226, mse: 0.0018, rmse: 0.0430, mae: 0.0392
Iter: 227, mse: 0.0018, rmse: 0.0427, mae: 0.0391
Iter: 228, mse: 0.0018, rmse: 0.0421, mae: 0.0384
Iter: 229, mse: 0.0017, rmse: 0.0413, mae: 0.0375
Iter: 230, mse: 0.0016, rmse: 0.0401, mae: 0.0360
Iter: 231, mse: 0.0015, rmse: 0.0384, mae: 0.0341
Iter: 232, mse: 0.0014, rmse: 0.0380, mae: 0.0336
Iter: 233, mse: 0.0014, rmse: 0.0378, mae: 0.0335
Iter: 234, mse: 0.0013, rmse: 0.0367, mae: 0.0324
Iter: 235, mse: 0.0013, rmse: 0.0358, mae: 0.0316
Iter: 236, mse: 0.0013, rmse: 0.0355, mae: 0.0316
Iter: 237, mse: 0.0015, rmse: 0.0393, mae: 0.0356
Iter: 238, mse: 0.0016, rmse: 0.0399, mae: 0.0368
Iter: 239, mse: 0.0016, rmse: 0.0398, mae: 0.0363
Iter: 240, mse: 0.0013, rmse: 0.0360, mae: 0.0324
Iter: 241, mse: 0.0014, rmse: 0.0380, mae: 0.0350
Iter: 242, mse: 0.0015, rmse: 0.0382, mae: 0.0356
Iter: 243, mse: 0.0014, rmse: 0.0375, mae: 0.0349
Iter: 244, mse: 0.0015, rmse: 0.0385, mae: 0.0360
Iter: 245, mse: 0.0014, rmse: 0.0373, mae: 0.0343
Iter: 246, mse: 0.0009, rmse: 0.0296, mae: 0.0270
Iter: 247, mse: 0.0007, rmse: 0.0269, mae: 0.0239
Iter: 248, mse: 0.0008, rmse: 0.0280, mae: 0.0241
Iter: 249, mse: 0.0005, rmse: 0.0217, mae: 0.0184
Iter: 250, mse: 0.0005, rmse: 0.0214, mae: 0.0181
Iter: 251, mse: 0.0005, rmse: 0.0225, mae: 0.0185
Iter: 252, mse: 0.0003, rmse: 0.0185, mae: 0.0151
Iter: 253, mse: 0.0002, rmse: 0.0151, mae: 0.0116
Iter: 254, mse: 0.0002, rmse: 0.0123, mae: 0.0096
Iter: 255, mse: 0.0001, rmse: 0.0107, mae: 0.0081
Iter: 256, mse: 0.0001, rmse: 0.0093, mae: 0.0078
Iter: 257, mse: 0.0001, rmse: 0.0085, mae: 0.0073
Iter: 258, mse: 0.0001, rmse: 0.0087, mae: 0.0076
Iter: 259, mse: 0.0001, rmse: 0.0116, mae: 0.0101
Iter: 260, mse: 0.0001, rmse: 0.0107, mae: 0.0089
Iter: 261, mse: 0.0002, rmse: 0.0146, mae: 0.0122
Iter: 262, mse: 0.0002, rmse: 0.0154, mae: 0.0132
Iter: 263, mse: 0.0003, rmse: 0.0179, mae: 0.0157
Iter: 264, mse: 0.0004, rmse: 0.0196, mae: 0.0166
Iter: 265, mse: 0.0005, rmse: 0.0217, mae: 0.0189
Iter: 266, mse: 0.0005, rmse: 0.0217, mae: 0.0188
Iter: 267, mse: 0.0005, rmse: 0.0227, mae: 0.0198
Iter: 268, mse: 0.0006, rmse: 0.0240, mae: 0.0209
Iter: 269, mse: 0.0006, rmse: 0.0242, mae: 0.0212
Iter: 270, mse: 0.0008, rmse: 0.0276, mae: 0.0248
Iter: 271, mse: 0.0007, rmse: 0.0265, mae: 0.0236
Iter: 272, mse: 0.0007, rmse: 0.0265, mae: 0.0238
Iter: 273, mse: 0.0007, rmse: 0.0272, mae: 0.0246
Iter: 274, mse: 0.0008, rmse: 0.0277, mae: 0.0252
Iter: 275, mse: 0.0008, rmse: 0.0278, mae: 0.0254
Iter: 276, mse: 0.0009, rmse: 0.0304, mae: 0.0279
Iter: 277, mse: 0.0010, rmse: 0.0309, mae: 0.0284
Iter: 278, mse: 0.0010, rmse: 0.0320, mae: 0.0296
Iter: 279, mse: 0.0010, rmse: 0.0312, mae: 0.0291
Iter: 280, mse: 0.0010, rmse: 0.0322, mae: 0.0299
Iter: 281, mse: 0.0012, rmse: 0.0350, mae: 0.0321
Iter: 282, mse: 0.0013, rmse: 0.0358, mae: 0.0329
Iter: 283, mse: 0.0013, rmse: 0.0356, mae: 0.0330
Iter: 284, mse: 0.0012, rmse: 0.0346, mae: 0.0324
Iter: 285, mse: 0.0012, rmse: 0.0341, mae: 0.0321
Iter: 286, mse: 0.0011, rmse: 0.0338, mae: 0.0319
Iter: 287, mse: 0.0012, rmse: 0.0347, mae: 0.0328
Iter: 288, mse: 0.0012, rmse: 0.0347, mae: 0.0329
Iter: 289, mse: 0.0012, rmse: 0.0343, mae: 0.0324
Iter: 290, mse: 0.0012, rmse: 0.0344, mae: 0.0323
Iter: 291, mse: 0.0012, rmse: 0.0341, mae: 0.0318
Iter: 292, mse: 0.0011, rmse: 0.0324, mae: 0.0300
Iter: 293, mse: 0.0010, rmse: 0.0320, mae: 0.0295
Iter: 294, mse: 0.0009, rmse: 0.0306, mae: 0.0280
Iter: 295, mse: 0.0009, rmse: 0.0297, mae: 0.0271
Iter: 296, mse: 0.0008, rmse: 0.0283, mae: 0.0254
Iter: 297, mse: 0.0008, rmse: 0.0277, mae: 0.0250
Iter: 298, mse: 0.0007, rmse: 0.0259, mae: 0.0231
Iter: 299, mse: 0.0007, rmse: 0.0263, mae: 0.0235
Iter: 300, mse: 0.0006, rmse: 0.0254, mae: 0.0228
Iter: 301, mse: 0.0006, rmse: 0.0254, mae: 0.0229
Iter: 302, mse: 0.0006, rmse: 0.0242, mae: 0.0215
Iter: 303, mse: 0.0006, rmse: 0.0235, mae: 0.0209
Iter: 304, mse: 0.0005, rmse: 0.0230, mae: 0.0206
Iter: 305, mse: 0.0005, rmse: 0.0221, mae: 0.0196
Iter: 306, mse: 0.0004, rmse: 0.0211, mae: 0.0188
Iter: 307, mse: 0.0004, rmse: 0.0201, mae: 0.0178
Iter: 308, mse: 0.0004, rmse: 0.0190, mae: 0.0167
Iter: 309, mse: 0.0004, rmse: 0.0192, mae: 0.0170
Iter: 310, mse: 0.0003, rmse: 0.0185, mae: 0.0160
Iter: 311, mse: 0.0004, rmse: 0.0191, mae: 0.0168
Iter: 312, mse: 0.0004, rmse: 0.0195, mae: 0.0178
Iter: 313, mse: 0.0004, rmse: 0.0193, mae: 0.0170
Iter: 314, mse: 0.0004, rmse: 0.0190, mae: 0.0166
Iter: 315, mse: 0.0004, rmse: 0.0194, mae: 0.0171
Iter: 316, mse: 0.0004, rmse: 0.0198, mae: 0.0170
Iter: 317, mse: 0.0004, rmse: 0.0198, mae: 0.0176
Iter: 318, mse: 0.0004, rmse: 0.0202, mae: 0.0180
Iter: 319, mse: 0.0004, rmse: 0.0207, mae: 0.0180
Iter: 320, mse: 0.0004, rmse: 0.0203, mae: 0.0173
Iter: 321, mse: 0.0004, rmse: 0.0211, mae: 0.0178
Iter: 322, mse: 0.0005, rmse: 0.0217, mae: 0.0184
Iter: 323, mse: 0.0005, rmse: 0.0224, mae: 0.0191
Iter: 324, mse: 0.0005, rmse: 0.0226, mae: 0.0194
Iter: 325, mse: 0.0005, rmse: 0.0226, mae: 0.0193
Iter: 326, mse: 0.0005, rmse: 0.0230, mae: 0.0192
Iter: 327, mse: 0.0005, rmse: 0.0230, mae: 0.0189
Iter: 328, mse: 0.0006, rmse: 0.0239, mae: 0.0196
Iter: 329, mse: 0.0006, rmse: 0.0243, mae: 0.0202
Iter: 330, mse: 0.0006, rmse: 0.0249, mae: 0.0205
Iter: 331, mse: 0.0006, rmse: 0.0252, mae: 0.0211
Iter: 332, mse: 0.0006, rmse: 0.0249, mae: 0.0213
Iter: 333, mse: 0.0006, rmse: 0.0251, mae: 0.0211
Iter: 334, mse: 0.0006, rmse: 0.0254, mae: 0.0213
Iter: 335, mse: 0.0007, rmse: 0.0258, mae: 0.0214
Iter: 336, mse: 0.0007, rmse: 0.0265, mae: 0.0219
Iter: 337, mse: 0.0007, rmse: 0.0268, mae: 0.0221
Iter: 338, mse: 0.0007, rmse: 0.0271, mae: 0.0224
Iter: 339, mse: 0.0007, rmse: 0.0273, mae: 0.0226
Iter: 340, mse: 0.0008, rmse: 0.0274, mae: 0.0227
Iter: 341, mse: 0.0007, rmse: 0.0274, mae: 0.0226
Iter: 342, mse: 0.0008, rmse: 0.0278, mae: 0.0229
Iter: 343, mse: 0.0008, rmse: 0.0279, mae: 0.0231
Iter: 344, mse: 0.0008, rmse: 0.0283, mae: 0.0233
Iter: 345, mse: 0.0008, rmse: 0.0287, mae: 0.0236
Iter: 346, mse: 0.0008, rmse: 0.0288, mae: 0.0239
Iter: 347, mse: 0.0008, rmse: 0.0291, mae: 0.0240
Iter: 348, mse: 0.0009, rmse: 0.0292, mae: 0.0242
Iter: 349, mse: 0.0009, rmse: 0.0295, mae: 0.0244
Iter: 350, mse: 0.0009, rmse: 0.0296, mae: 0.0246
Iter: 351, mse: 0.0009, rmse: 0.0298, mae: 0.0248
Iter: 352, mse: 0.0009, rmse: 0.0300, mae: 0.0250
Iter: 353, mse: 0.0009, rmse: 0.0303, mae: 0.0253
Iter: 354, mse: 0.0009, rmse: 0.0306, mae: 0.0256
Iter: 355, mse: 0.0009, rmse: 0.0308, mae: 0.0258
Iter: 356, mse: 0.0010, rmse: 0.0312, mae: 0.0262
Iter: 357, mse: 0.0010, rmse: 0.0313, mae: 0.0265
Iter: 358, mse: 0.0010, rmse: 0.0316, mae: 0.0268
Iter: 359, mse: 0.0010, rmse: 0.0320, mae: 0.0273
Iter: 360, mse: 0.0010, rmse: 0.0323, mae: 0.0277
Iter: 361, mse: 0.0011, rmse: 0.0329, mae: 0.0284
Iter: 362, mse: 0.0011, rmse: 0.0334, mae: 0.0293
Iter: 363, mse: 0.0011, rmse: 0.0333, mae: 0.0289
Iter: 364, mse: 0.0011, rmse: 0.0328, mae: 0.0284
Iter: 365, mse: 0.0011, rmse: 0.0327, mae: 0.0283
Iter: 366, mse: 0.0011, rmse: 0.0326, mae: 0.0283
Iter: 367, mse: 0.0011, rmse: 0.0326, mae: 0.0283
Iter: 368, mse: 0.0011, rmse: 0.0326, mae: 0.0285
Iter: 369, mse: 0.0011, rmse: 0.0327, mae: 0.0286
Iter: 370, mse: 0.0010, rmse: 0.0324, mae: 0.0283
Iter: 371, mse: 0.0010, rmse: 0.0320, mae: 0.0278
Iter: 372, mse: 0.0010, rmse: 0.0319, mae: 0.0278
Iter: 373, mse: 0.0010, rmse: 0.0316, mae: 0.0273
Iter: 374, mse: 0.0010, rmse: 0.0313, mae: 0.0270
Iter: 375, mse: 0.0010, rmse: 0.0314, mae: 0.0273
Iter: 376, mse: 0.0010, rmse: 0.0309, mae: 0.0268
Iter: 377, mse: 0.0009, rmse: 0.0305, mae: 0.0265
Iter: 378, mse: 0.0009, rmse: 0.0295, mae: 0.0254
Iter: 379, mse: 0.0008, rmse: 0.0287, mae: 0.0245
Iter: 380, mse: 0.0008, rmse: 0.0282, mae: 0.0240
Iter: 381, mse: 0.0008, rmse: 0.0274, mae: 0.0232
Iter: 382, mse: 0.0007, rmse: 0.0262, mae: 0.0219
Iter: 383, mse: 0.0006, rmse: 0.0249, mae: 0.0208
Iter: 384, mse: 0.0005, rmse: 0.0233, mae: 0.0193
Iter: 385, mse: 0.0005, rmse: 0.0215, mae: 0.0177
Iter: 386, mse: 0.0004, rmse: 0.0198, mae: 0.0162
Iter: 387, mse: 0.0003, rmse: 0.0173, mae: 0.0141
Iter: 388, mse: 0.0003, rmse: 0.0174, mae: 0.0144
Iter: 389, mse: 0.0003, rmse: 0.0166, mae: 0.0138
Iter: 390, mse: 0.0003, rmse: 0.0165, mae: 0.0137
Iter: 391, mse: 0.0003, rmse: 0.0166, mae: 0.0142
Iter: 392, mse: 0.0002, rmse: 0.0150, mae: 0.0124
Iter: 393, mse: 0.0002, rmse: 0.0155, mae: 0.0120
Iter: 394, mse: 0.0003, rmse: 0.0162, mae: 0.0126
Iter: 395, mse: 0.0003, rmse: 0.0168, mae: 0.0132
Iter: 396, mse: 0.0003, rmse: 0.0177, mae: 0.0134
