train 5232
val 729
test 1486
test_data:  1486
Iter: 0, mse: 0.0031, rmse: 0.0554, mae: 0.0463
Iter: 73, mse: 0.0172, rmse: 0.1313, mae: 0.1234
Iter: 74, mse: 0.0132, rmse: 0.1151, mae: 0.1059
Iter: 75, mse: 0.0122, rmse: 0.1104, mae: 0.1017
Iter: 76, mse: 0.0091, rmse: 0.0953, mae: 0.0843
Iter: 77, mse: 0.0084, rmse: 0.0915, mae: 0.0793
Iter: 78, mse: 0.0107, rmse: 0.1035, mae: 0.0941
Iter: 79, mse: 0.0094, rmse: 0.0970, mae: 0.0877
Iter: 80, mse: 0.0119, rmse: 0.1093, mae: 0.1000
Iter: 81, mse: 0.0098, rmse: 0.0988, mae: 0.0878
Iter: 82, mse: 0.0090, rmse: 0.0950, mae: 0.0833
Iter: 83, mse: 0.0077, rmse: 0.0878, mae: 0.0745
Iter: 84, mse: 0.0077, rmse: 0.0880, mae: 0.0744
Iter: 85, mse: 0.0127, rmse: 0.1128, mae: 0.1010
Iter: 86, mse: 0.0103, rmse: 0.1013, mae: 0.0886
Iter: 87, mse: 0.0081, rmse: 0.0898, mae: 0.0769
Iter: 88, mse: 0.0095, rmse: 0.0977, mae: 0.0853
Iter: 89, mse: 0.0078, rmse: 0.0881, mae: 0.0753
Iter: 90, mse: 0.0064, rmse: 0.0798, mae: 0.0654
Iter: 91, mse: 0.0074, rmse: 0.0861, mae: 0.0734
Iter: 92, mse: 0.0071, rmse: 0.0844, mae: 0.0722
Iter: 93, mse: 0.0075, rmse: 0.0864, mae: 0.0744
Iter: 94, mse: 0.0074, rmse: 0.0860, mae: 0.0746
Iter: 95, mse: 0.0110, rmse: 0.1051, mae: 0.0935
Iter: 96, mse: 0.0082, rmse: 0.0905, mae: 0.0801
Iter: 97, mse: 0.0115, rmse: 0.1072, mae: 0.0966
Iter: 98, mse: 0.0084, rmse: 0.0919, mae: 0.0818
Iter: 99, mse: 0.0067, rmse: 0.0816, mae: 0.0703
Iter: 100, mse: 0.0066, rmse: 0.0813, mae: 0.0698
Iter: 101, mse: 0.0070, rmse: 0.0839, mae: 0.0708
Iter: 102, mse: 0.0073, rmse: 0.0857, mae: 0.0722
Iter: 103, mse: 0.0078, rmse: 0.0881, mae: 0.0745
Iter: 104, mse: 0.0080, rmse: 0.0893, mae: 0.0759
Iter: 105, mse: 0.0098, rmse: 0.0992, mae: 0.0904
Iter: 106, mse: 0.0085, rmse: 0.0922, mae: 0.0812
Iter: 107, mse: 0.0091, rmse: 0.0954, mae: 0.0846
Iter: 108, mse: 0.0094, rmse: 0.0971, mae: 0.0874
Iter: 109, mse: 0.0099, rmse: 0.0993, mae: 0.0896
Iter: 110, mse: 0.0096, rmse: 0.0981, mae: 0.0885
Iter: 111, mse: 0.0104, rmse: 0.1020, mae: 0.0925
Iter: 112, mse: 0.0118, rmse: 0.1084, mae: 0.0958
Iter: 113, mse: 0.0138, rmse: 0.1173, mae: 0.1035
Iter: 114, mse: 0.0163, rmse: 0.1276, mae: 0.1142
Iter: 115, mse: 0.0173, rmse: 0.1315, mae: 0.1183
Iter: 116, mse: 0.0193, rmse: 0.1388, mae: 0.1262
Iter: 117, mse: 0.0196, rmse: 0.1401, mae: 0.1279
Iter: 118, mse: 0.0172, rmse: 0.1310, mae: 0.1158
Iter: 119, mse: 0.0176, rmse: 0.1328, mae: 0.1173
Iter: 120, mse: 0.0178, rmse: 0.1333, mae: 0.1189
Iter: 121, mse: 0.0180, rmse: 0.1340, mae: 0.1203
Iter: 122, mse: 0.0179, rmse: 0.1337, mae: 0.1205
Iter: 123, mse: 0.0176, rmse: 0.1328, mae: 0.1200
Iter: 124, mse: 0.0139, rmse: 0.1178, mae: 0.1036
Iter: 125, mse: 0.0111, rmse: 0.1055, mae: 0.0883
Iter: 126, mse: 0.0108, rmse: 0.1039, mae: 0.0860
Iter: 127, mse: 0.0079, rmse: 0.0890, mae: 0.0708
Iter: 128, mse: 0.0067, rmse: 0.0820, mae: 0.0636
Iter: 129, mse: 0.0057, rmse: 0.0754, mae: 0.0586
Iter: 130, mse: 0.0064, rmse: 0.0803, mae: 0.0632
Iter: 131, mse: 0.0054, rmse: 0.0734, mae: 0.0611
Iter: 132, mse: 0.0054, rmse: 0.0732, mae: 0.0617
Iter: 133, mse: 0.0047, rmse: 0.0688, mae: 0.0593
Iter: 134, mse: 0.0066, rmse: 0.0811, mae: 0.0658
Iter: 135, mse: 0.0100, rmse: 0.0998, mae: 0.0753
Iter: 136, mse: 0.0123, rmse: 0.1108, mae: 0.0843
Iter: 137, mse: 0.0152, rmse: 0.1234, mae: 0.0937
Iter: 138, mse: 0.0185, rmse: 0.1361, mae: 0.1048
Iter: 139, mse: 0.0196, rmse: 0.1401, mae: 0.1087
Iter: 140, mse: 0.0198, rmse: 0.1408, mae: 0.1116
Iter: 141, mse: 0.0216, rmse: 0.1469, mae: 0.1199
Iter: 142, mse: 0.0212, rmse: 0.1457, mae: 0.1202
Iter: 143, mse: 0.0235, rmse: 0.1532, mae: 0.1306
Iter: 144, mse: 0.0255, rmse: 0.1598, mae: 0.1390
Iter: 145, mse: 0.0317, rmse: 0.1781, mae: 0.1622
Iter: 146, mse: 0.0264, rmse: 0.1625, mae: 0.1432
Iter: 147, mse: 0.0249, rmse: 0.1577, mae: 0.1374
Iter: 148, mse: 0.0249, rmse: 0.1578, mae: 0.1375
Iter: 149, mse: 0.0257, rmse: 0.1602, mae: 0.1395
Iter: 150, mse: 0.0278, rmse: 0.1667, mae: 0.1480
Iter: 151, mse: 0.0221, rmse: 0.1488, mae: 0.1262
Iter: 152, mse: 0.0241, rmse: 0.1552, mae: 0.1350
Iter: 153, mse: 0.0285, rmse: 0.1687, mae: 0.1502
Iter: 154, mse: 0.0314, rmse: 0.1772, mae: 0.1596
Iter: 155, mse: 0.0310, rmse: 0.1762, mae: 0.1592
Iter: 156, mse: 0.0320, rmse: 0.1788, mae: 0.1634
Iter: 157, mse: 0.0317, rmse: 0.1781, mae: 0.1631
Iter: 158, mse: 0.0306, rmse: 0.1750, mae: 0.1589
Iter: 159, mse: 0.0280, rmse: 0.1674, mae: 0.1506
Iter: 160, mse: 0.0347, rmse: 0.1864, mae: 0.1738
Iter: 161, mse: 0.0308, rmse: 0.1756, mae: 0.1624
Iter: 162, mse: 0.0325, rmse: 0.1804, mae: 0.1680
Iter: 163, mse: 0.0269, rmse: 0.1641, mae: 0.1510
Iter: 164, mse: 0.0244, rmse: 0.1561, mae: 0.1418
Iter: 165, mse: 0.0201, rmse: 0.1416, mae: 0.1260
Iter: 166, mse: 0.0143, rmse: 0.1194, mae: 0.1024
Iter: 167, mse: 0.0102, rmse: 0.1011, mae: 0.0834
Iter: 168, mse: 0.0102, rmse: 0.1009, mae: 0.0823
Iter: 169, mse: 0.0097, rmse: 0.0983, mae: 0.0801
Iter: 170, mse: 0.0106, rmse: 0.1031, mae: 0.0821
Iter: 171, mse: 0.0156, rmse: 0.1249, mae: 0.1011
Iter: 172, mse: 0.0187, rmse: 0.1367, mae: 0.1028
Iter: 173, mse: 0.0225, rmse: 0.1499, mae: 0.1169
Iter: 174, mse: 0.0241, rmse: 0.1553, mae: 0.1243
Iter: 175, mse: 0.0259, rmse: 0.1609, mae: 0.1299
Iter: 176, mse: 0.0297, rmse: 0.1724, mae: 0.1412
Iter: 177, mse: 0.0323, rmse: 0.1797, mae: 0.1496
Iter: 178, mse: 0.0358, rmse: 0.1893, mae: 0.1603
Iter: 179, mse: 0.0374, rmse: 0.1934, mae: 0.1691
Iter: 180, mse: 0.0422, rmse: 0.2053, mae: 0.1761
Iter: 181, mse: 0.0487, rmse: 0.2206, mae: 0.1826
Iter: 182, mse: 0.0522, rmse: 0.2285, mae: 0.1943
Iter: 183, mse: 0.0555, rmse: 0.2357, mae: 0.2030
Iter: 184, mse: 0.0607, rmse: 0.2463, mae: 0.2142
Iter: 185, mse: 0.0739, rmse: 0.2719, mae: 0.2312
Iter: 186, mse: 0.0815, rmse: 0.2854, mae: 0.2446
Iter: 187, mse: 0.0894, rmse: 0.2990, mae: 0.2612
Iter: 188, mse: 0.1020, rmse: 0.3193, mae: 0.2821
Iter: 189, mse: 0.1149, rmse: 0.3390, mae: 0.3036
Iter: 190, mse: 0.1229, rmse: 0.3506, mae: 0.3161
Iter: 191, mse: 0.1382, rmse: 0.3717, mae: 0.3393
Iter: 192, mse: 0.1506, rmse: 0.3880, mae: 0.3579
Iter: 193, mse: 0.1616, rmse: 0.4020, mae: 0.3740
Iter: 194, mse: 0.1549, rmse: 0.3936, mae: 0.3637
Iter: 195, mse: 0.1681, rmse: 0.4100, mae: 0.3870
Iter: 196, mse: 0.1590, rmse: 0.3988, mae: 0.3748
Iter: 197, mse: 0.1520, rmse: 0.3899, mae: 0.3675
Iter: 198, mse: 0.1543, rmse: 0.3929, mae: 0.3744
Iter: 199, mse: 0.1549, rmse: 0.3935, mae: 0.3763
Iter: 200, mse: 0.1532, rmse: 0.3914, mae: 0.3746
Iter: 201, mse: 0.1446, rmse: 0.3803, mae: 0.3648
Iter: 202, mse: 0.1398, rmse: 0.3738, mae: 0.3591
Iter: 203, mse: 0.1415, rmse: 0.3761, mae: 0.3549
Iter: 204, mse: 0.1278, rmse: 0.3575, mae: 0.3279
Iter: 205, mse: 0.1261, rmse: 0.3551, mae: 0.3183
Iter: 206, mse: 0.1421, rmse: 0.3770, mae: 0.3435
Iter: 207, mse: 0.1422, rmse: 0.3772, mae: 0.3426
Iter: 208, mse: 0.1348, rmse: 0.3671, mae: 0.3261
Iter: 209, mse: 0.1427, rmse: 0.3777, mae: 0.3393
Iter: 210, mse: 0.1356, rmse: 0.3682, mae: 0.3242
Iter: 211, mse: 0.1380, rmse: 0.3714, mae: 0.3278
Iter: 212, mse: 0.1342, rmse: 0.3664, mae: 0.3234
Iter: 213, mse: 0.1314, rmse: 0.3625, mae: 0.3182
Iter: 214, mse: 0.1298, rmse: 0.3603, mae: 0.3178
Iter: 215, mse: 0.1399, rmse: 0.3741, mae: 0.3384
Iter: 216, mse: 0.1322, rmse: 0.3636, mae: 0.3250
Iter: 217, mse: 0.1199, rmse: 0.3462, mae: 0.3031
Iter: 218, mse: 0.1445, rmse: 0.3802, mae: 0.3469
Iter: 219, mse: 0.1190, rmse: 0.3450, mae: 0.3046
Iter: 220, mse: 0.1083, rmse: 0.3290, mae: 0.2863
Iter: 221, mse: 0.1145, rmse: 0.3384, mae: 0.3027
Iter: 222, mse: 0.0944, rmse: 0.3073, mae: 0.2633
Iter: 223, mse: 0.0891, rmse: 0.2985, mae: 0.2566
Iter: 224, mse: 0.0833, rmse: 0.2886, mae: 0.2503
Iter: 225, mse: 0.0799, rmse: 0.2826, mae: 0.2494
Iter: 226, mse: 0.0706, rmse: 0.2658, mae: 0.2429
Iter: 227, mse: 0.0843, rmse: 0.2904, mae: 0.2617
Iter: 228, mse: 0.0919, rmse: 0.3031, mae: 0.2755
Iter: 229, mse: 0.0936, rmse: 0.3060, mae: 0.2819
Iter: 230, mse: 0.0896, rmse: 0.2993, mae: 0.2787
Iter: 231, mse: 0.0865, rmse: 0.2942, mae: 0.2773
Iter: 232, mse: 0.0703, rmse: 0.2652, mae: 0.2529
Iter: 233, mse: 0.0699, rmse: 0.2643, mae: 0.2546
Iter: 234, mse: 0.0720, rmse: 0.2684, mae: 0.2599
Iter: 235, mse: 0.0322, rmse: 0.1794, mae: 0.1688
Iter: 236, mse: 0.0228, rmse: 0.1509, mae: 0.1378
Iter: 237, mse: 0.0171, rmse: 0.1309, mae: 0.1165
Iter: 238, mse: 0.0126, rmse: 0.1122, mae: 0.0970
Iter: 239, mse: 0.0125, rmse: 0.1117, mae: 0.0961
Iter: 240, mse: 0.0114, rmse: 0.1067, mae: 0.0909
Iter: 241, mse: 0.0090, rmse: 0.0946, mae: 0.0773
Iter: 242, mse: 0.0088, rmse: 0.0939, mae: 0.0754
Iter: 243, mse: 0.0086, rmse: 0.0927, mae: 0.0754
Iter: 244, mse: 0.0101, rmse: 0.1003, mae: 0.0827
Iter: 245, mse: 0.0095, rmse: 0.0974, mae: 0.0819
Iter: 246, mse: 0.0100, rmse: 0.0998, mae: 0.0847
Iter: 247, mse: 0.0109, rmse: 0.1042, mae: 0.0885
Iter: 248, mse: 0.0113, rmse: 0.1062, mae: 0.0842
Iter: 249, mse: 0.0134, rmse: 0.1157, mae: 0.0909
Iter: 250, mse: 0.0161, rmse: 0.1269, mae: 0.1005
Iter: 251, mse: 0.0147, rmse: 0.1210, mae: 0.0979
Iter: 252, mse: 0.0145, rmse: 0.1206, mae: 0.0999
Iter: 253, mse: 0.0176, rmse: 0.1327, mae: 0.1090
Iter: 254, mse: 0.0198, rmse: 0.1407, mae: 0.1171
Iter: 255, mse: 0.0228, rmse: 0.1510, mae: 0.1273
Iter: 256, mse: 0.0254, rmse: 0.1593, mae: 0.1370
Iter: 257, mse: 0.0294, rmse: 0.1716, mae: 0.1514
Iter: 258, mse: 0.0238, rmse: 0.1542, mae: 0.1357
Iter: 259, mse: 0.0278, rmse: 0.1666, mae: 0.1471
Iter: 260, mse: 0.0224, rmse: 0.1498, mae: 0.1304
Iter: 261, mse: 0.0239, rmse: 0.1545, mae: 0.1360
Iter: 262, mse: 0.0213, rmse: 0.1460, mae: 0.1278
Iter: 263, mse: 0.0219, rmse: 0.1480, mae: 0.1291
Iter: 264, mse: 0.0194, rmse: 0.1393, mae: 0.1209
Iter: 265, mse: 0.0192, rmse: 0.1386, mae: 0.1200
Iter: 266, mse: 0.0167, rmse: 0.1293, mae: 0.1126
Iter: 267, mse: 0.0176, rmse: 0.1328, mae: 0.1173
Iter: 268, mse: 0.0135, rmse: 0.1161, mae: 0.1036
Iter: 269, mse: 0.0126, rmse: 0.1122, mae: 0.1010
Iter: 270, mse: 0.0122, rmse: 0.1105, mae: 0.0990
Iter: 271, mse: 0.0126, rmse: 0.1124, mae: 0.1004
Iter: 272, mse: 0.0134, rmse: 0.1158, mae: 0.1048
Iter: 273, mse: 0.0144, rmse: 0.1201, mae: 0.1099
Iter: 274, mse: 0.0154, rmse: 0.1239, mae: 0.1140
Iter: 275, mse: 0.0168, rmse: 0.1295, mae: 0.1164
Iter: 276, mse: 0.0184, rmse: 0.1358, mae: 0.1192
Iter: 277, mse: 0.0181, rmse: 0.1345, mae: 0.1186
Iter: 278, mse: 0.0181, rmse: 0.1346, mae: 0.1174
Iter: 279, mse: 0.0203, rmse: 0.1424, mae: 0.1229
Iter: 280, mse: 0.0167, rmse: 0.1294, mae: 0.1156
Iter: 281, mse: 0.0157, rmse: 0.1251, mae: 0.1129
Iter: 282, mse: 0.0143, rmse: 0.1197, mae: 0.1089
Iter: 283, mse: 0.0147, rmse: 0.1214, mae: 0.1102
Iter: 284, mse: 0.0155, rmse: 0.1244, mae: 0.1128
Iter: 285, mse: 0.0172, rmse: 0.1310, mae: 0.1186
Iter: 286, mse: 0.0191, rmse: 0.1380, mae: 0.1247
Iter: 287, mse: 0.0215, rmse: 0.1466, mae: 0.1332
Iter: 288, mse: 0.0216, rmse: 0.1469, mae: 0.1354
Iter: 289, mse: 0.0231, rmse: 0.1521, mae: 0.1393
Iter: 290, mse: 0.0258, rmse: 0.1605, mae: 0.1449
Iter: 291, mse: 0.0286, rmse: 0.1692, mae: 0.1521
Iter: 292, mse: 0.0344, rmse: 0.1855, mae: 0.1633
Iter: 293, mse: 0.0400, rmse: 0.2000, mae: 0.1726
Iter: 294, mse: 0.0449, rmse: 0.2119, mae: 0.1791
Iter: 295, mse: 0.0515, rmse: 0.2268, mae: 0.1876
Iter: 296, mse: 0.0584, rmse: 0.2418, mae: 0.1976
Iter: 297, mse: 0.0638, rmse: 0.2526, mae: 0.2058
Iter: 298, mse: 0.0696, rmse: 0.2639, mae: 0.2150
Iter: 299, mse: 0.0767, rmse: 0.2770, mae: 0.2268
Iter: 300, mse: 0.0786, rmse: 0.2803, mae: 0.2390
Iter: 301, mse: 0.0870, rmse: 0.2949, mae: 0.2481
Iter: 302, mse: 0.0916, rmse: 0.3027, mae: 0.2592
Iter: 303, mse: 0.0977, rmse: 0.3126, mae: 0.2708
Iter: 304, mse: 0.0999, rmse: 0.3161, mae: 0.2768
Iter: 305, mse: 0.1074, rmse: 0.3277, mae: 0.2901
Iter: 306, mse: 0.1154, rmse: 0.3397, mae: 0.3053
Iter: 307, mse: 0.1103, rmse: 0.3321, mae: 0.2983
Iter: 308, mse: 0.1260, rmse: 0.3550, mae: 0.3283
Iter: 309, mse: 0.1204, rmse: 0.3470, mae: 0.3193
Iter: 310, mse: 0.1341, rmse: 0.3662, mae: 0.3467
Iter: 311, mse: 0.1215, rmse: 0.3486, mae: 0.3244
Iter: 312, mse: 0.1249, rmse: 0.3535, mae: 0.3331
Iter: 313, mse: 0.1287, rmse: 0.3588, mae: 0.3421
Iter: 314, mse: 0.1247, rmse: 0.3532, mae: 0.3383
Iter: 315, mse: 0.1357, rmse: 0.3684, mae: 0.3558
Iter: 316, mse: 0.1347, rmse: 0.3671, mae: 0.3559
Iter: 317, mse: 0.1316, rmse: 0.3628, mae: 0.3515
Iter: 318, mse: 0.1332, rmse: 0.3650, mae: 0.3554
Iter: 319, mse: 0.1276, rmse: 0.3573, mae: 0.3491
Iter: 320, mse: 0.1327, rmse: 0.3642, mae: 0.3564
Iter: 321, mse: 0.1314, rmse: 0.3625, mae: 0.3543
Iter: 322, mse: 0.1229, rmse: 0.3506, mae: 0.3404
Iter: 323, mse: 0.1225, rmse: 0.3500, mae: 0.3387
Iter: 324, mse: 0.1107, rmse: 0.3327, mae: 0.3181
Iter: 325, mse: 0.1052, rmse: 0.3243, mae: 0.3060
Iter: 326, mse: 0.0961, rmse: 0.3101, mae: 0.2893
Iter: 327, mse: 0.0745, rmse: 0.2729, mae: 0.2490
Iter: 328, mse: 0.0633, rmse: 0.2516, mae: 0.2250
Iter: 329, mse: 0.0756, rmse: 0.2750, mae: 0.2548
Iter: 330, mse: 0.0773, rmse: 0.2780, mae: 0.2601
Iter: 331, mse: 0.0659, rmse: 0.2567, mae: 0.2365
Iter: 332, mse: 0.0726, rmse: 0.2694, mae: 0.2508
Iter: 333, mse: 0.0734, rmse: 0.2709, mae: 0.2523
Iter: 334, mse: 0.0766, rmse: 0.2767, mae: 0.2593
Iter: 335, mse: 0.0542, rmse: 0.2327, mae: 0.2119
Iter: 336, mse: 0.0667, rmse: 0.2582, mae: 0.2408
Iter: 337, mse: 0.0623, rmse: 0.2496, mae: 0.2324
Iter: 338, mse: 0.0549, rmse: 0.2343, mae: 0.2164
Iter: 339, mse: 0.0471, rmse: 0.2171, mae: 0.1978
Iter: 340, mse: 0.0490, rmse: 0.2213, mae: 0.2028
Iter: 341, mse: 0.0465, rmse: 0.2155, mae: 0.1972
Iter: 342, mse: 0.0360, rmse: 0.1897, mae: 0.1689
Iter: 343, mse: 0.0435, rmse: 0.2085, mae: 0.1891
Iter: 344, mse: 0.0380, rmse: 0.1951, mae: 0.1748
Iter: 345, mse: 0.0383, rmse: 0.1957, mae: 0.1755
Iter: 346, mse: 0.0286, rmse: 0.1691, mae: 0.1459
Iter: 347, mse: 0.0279, rmse: 0.1669, mae: 0.1428
Iter: 348, mse: 0.0259, rmse: 0.1609, mae: 0.1353
Iter: 349, mse: 0.0183, rmse: 0.1353, mae: 0.1057
Iter: 350, mse: 0.0242, rmse: 0.1556, mae: 0.1287
Iter: 351, mse: 0.0155, rmse: 0.1243, mae: 0.0921
Iter: 352, mse: 0.0071, rmse: 0.0844, mae: 0.0622
Iter: 353, mse: 0.0052, rmse: 0.0722, mae: 0.0630
Iter: 354, mse: 0.0047, rmse: 0.0689, mae: 0.0565
Iter: 355, mse: 0.0061, rmse: 0.0779, mae: 0.0679
Iter: 356, mse: 0.0055, rmse: 0.0740, mae: 0.0639
Iter: 357, mse: 0.0061, rmse: 0.0780, mae: 0.0680
Iter: 358, mse: 0.0050, rmse: 0.0707, mae: 0.0607
Iter: 359, mse: 0.0059, rmse: 0.0766, mae: 0.0661
Iter: 360, mse: 0.0045, rmse: 0.0668, mae: 0.0544
Iter: 361, mse: 0.0057, rmse: 0.0755, mae: 0.0611
Iter: 362, mse: 0.0070, rmse: 0.0839, mae: 0.0671
Iter: 363, mse: 0.0084, rmse: 0.0919, mae: 0.0749
Iter: 364, mse: 0.0086, rmse: 0.0925, mae: 0.0730
Iter: 365, mse: 0.0103, rmse: 0.1013, mae: 0.0812
Iter: 366, mse: 0.0109, rmse: 0.1042, mae: 0.0849
Iter: 367, mse: 0.0103, rmse: 0.1013, mae: 0.0822
Iter: 368, mse: 0.0123, rmse: 0.1109, mae: 0.0914
Iter: 369, mse: 0.0139, rmse: 0.1179, mae: 0.0984
Iter: 370, mse: 0.0145, rmse: 0.1203, mae: 0.1012
Iter: 371, mse: 0.0126, rmse: 0.1120, mae: 0.0955
Iter: 372, mse: 0.0149, rmse: 0.1221, mae: 0.1039
Iter: 373, mse: 0.0158, rmse: 0.1256, mae: 0.1082
Iter: 374, mse: 0.0134, rmse: 0.1156, mae: 0.0963
Iter: 375, mse: 0.0115, rmse: 0.1072, mae: 0.0895
Iter: 376, mse: 0.0113, rmse: 0.1064, mae: 0.0894
Iter: 377, mse: 0.0106, rmse: 0.1032, mae: 0.0865
Iter: 378, mse: 0.0099, rmse: 0.0993, mae: 0.0832
Iter: 379, mse: 0.0110, rmse: 0.1050, mae: 0.0879
Iter: 380, mse: 0.0108, rmse: 0.1040, mae: 0.0879
Iter: 381, mse: 0.0124, rmse: 0.1113, mae: 0.0942
Iter: 382, mse: 0.0116, rmse: 0.1079, mae: 0.0925
Iter: 383, mse: 0.0154, rmse: 0.1239, mae: 0.1084
Iter: 384, mse: 0.0174, rmse: 0.1320, mae: 0.1178
Iter: 385, mse: 0.0166, rmse: 0.1290, mae: 0.1167
Iter: 386, mse: 0.0118, rmse: 0.1087, mae: 0.0971
Iter: 387, mse: 0.0085, rmse: 0.0920, mae: 0.0803
Iter: 388, mse: 0.0072, rmse: 0.0851, mae: 0.0727
Iter: 389, mse: 0.0075, rmse: 0.0868, mae: 0.0743
Iter: 390, mse: 0.0069, rmse: 0.0829, mae: 0.0699
Iter: 391, mse: 0.0062, rmse: 0.0790, mae: 0.0663
Iter: 392, mse: 0.0065, rmse: 0.0807, mae: 0.0677
Iter: 393, mse: 0.0042, rmse: 0.0652, mae: 0.0547
Iter: 394, mse: 0.0035, rmse: 0.0595, mae: 0.0501
Iter: 395, mse: 0.0033, rmse: 0.0579, mae: 0.0490
Iter: 396, mse: 0.0032, rmse: 0.0566, mae: 0.0476
